product_id,place_id,product,product_description,product_type,price
2387,65,Moin Moin,"A traditional food made from beans, peppers, spices, and seasonings. This inexpensive and nutritious meal can be served any time of the day. Asides from the special note it adds as a side dish, it is common street food in Nigeria that s loved by adults and kids.",meal,1000
2388,65,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,1100
2389,65,Yam Pottage/Yam Porridge (Asaro) Recipe,"This yam recipe uses puna yam boiled and mashed with pepper mix blend, onions, seasoning, and palm oil. It has a bright color with an amazing taste. Garnish it with any leafy vegetable and serve it with the protein of your choice.",meal,2100
2390,65,Pounded Yam,"We call this the king of swallows. It is made from African yam pounded till perfectly smooth and served like a dough. Pounded yam is paired with African soups like egusi, okro soup, and stewed spinach.",meal,1500
2391,65,Goat Meat Pepper Soup,Hot and spicy pepper soup with chunks of goat meat and a cup of your favorite drink is a delight to the soul. This recipe is exotic in African restaurants and delivers a unique and bold flavor.,meal,1900
2392,65,Nigerian Egg Rolls,This filling snack features a boiled egg wrapped in a mass of flour dough and fried to form a ball-like shape. It is one of the street foods in Nigeria that gives you the satisfaction you want. Serve with cold juice at brunch or tea for breakfast.,snacks,700
2393,65,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,1800
2394,65,Ewedu Soup,"This is a unique soup made from jute leaves. An easy-make soup with a slimy texture to aid the eating of swallows like eba, amala and semo. This green soup is rich and delicious. You can serve it with beans soup, beef, fish, or chicken stew.",meal,1300
2395,65,West African Peanut Soup (Maafe) – Nigerian Style,"This is African cuisine, but there is a Nigerian way of cooking it. It is highly nutritious and easy to cook. The combination of peanut and protein of choice makes it a hearty soup.",meal,2700
2396,65,Suya Spice,"A spicy seasoning spice for your food. Make your own suya powder mix with peanut butter, smoked paprika, red chili, onion, ginger and garlic powder, nutmeg, and so on. Once you make it, you can add it to fish, potatoes, turkey, beef, chicken, and more.",meal,900
2397,65,African Masa Recipe,"African masa is a delicious traditional Nigerian recipe is delicious and easy to cook. It is a rice pudding with a mix of yeast, baking soda, sugar, and salt. It is fluffy and tender for kids and adults.",meal,200
2398,65,Ewa Riro (Stewed Beans),"Stewed beans is a staple in Nigerian homes. It is easy to make and super filling after eating it. It is usually served with garri, fresh bread, and fried plantain. As a one-pot meal, it requires less stress for cleaning up.",meal,2000
2399,65,Chicken Stew,"How about a bowl of chicken cooked in a pot of pepper with aromatics and seasonings? This home-style stew bangs whenever served with white rice and spaghetti. Simple one-pot chicken stew is deep, exotic, and flavourful.",meal,1300
2400,65,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,1200
2401,65,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,1000
2402,65,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,1900
2403,65,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,600
2404,66,Style Chicken Fried Rice,Which variation of fried rice do you know? You should add this Nigeria-style version to your menu. It is a perfect way to transform leftover rice in your kitchen into something magical and delicious. It is an excellent choice on weeknights because of the minimal prep required to make it.,meal,2200
2405,66,Moin Moin,"A traditional food made from beans, peppers, spices, and seasonings. This inexpensive and nutritious meal can be served any time of the day. Asides from the special note it adds as a side dish, it is common street food in Nigeria that s loved by adults and kids.",meal,1300
2406,66,Jollof Rice,"The popular jollof rice is a classic recipe that makes it to almost all special occasions in Nigeria. It is a rich, tasty, and elegant meal consisting of rice cooked with pepper, broth, seasoning, and spices in one pot. Serve this amazing meal with any protein of your choice.",meal,2000
2407,66,Ewedu Soup,"This is a unique soup made from jute leaves. An easy-make soup with a slimy texture to aid the eating of swallows like eba, amala and semo. This green soup is rich and delicious. You can serve it with beans soup, beef, fish, or chicken stew.",meal,500
2408,66,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,1700
2409,66,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,1800
2410,66,Spinach Stew (Efo Riro),"Efo riro is a one-pot spinach stew made with chopped spinach stirred into a pepper stew. You can add any protein of choice to make an assorted delicacy. You will enjoy this flavourful stew with rice, swallows, and more.",meal,2700
2411,66,West African Peanut Soup (Maafe) – Nigerian Style,"This is African cuisine, but there is a Nigerian way of cooking it. It is highly nutritious and easy to cook. The combination of peanut and protein of choice makes it a hearty soup.",meal,1300
2412,66,Nigerian Fried Rice ,"This version of fried rice consists of fresh vegetables fried and stirred into the rice. It is a healthy bowl that consists of beef liver, carrots, green beans, sweet corn peas, and more. You can add any protein of choice, like shrimp, chicken, or beef. Simple but insanely delicious.",meal,2500
2413,66,Ayamase Stew (Ofada Stew),"Ofada is rice that is cultivated locally. It is usually unprocessed and has a unique native flavor. To eat this rice, we make a special ayamase stew. It is blended green pepper with onions, locust beans, and traditional spices. It is packed with bold flavor and irresistibly delicious.",meal,700
2414,66,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,900
2415,66,Jollof Spaghetti,"This is not a regular everyday spaghetti that you eat with ready-made stew. It is a one-pot stewed spaghetti recipe made with aromatics, vegetable oil, and pepper. You can stir your choice of protein and eat it for lunch or dinner.",meal,2400
2416,66,Pepper Sauce – Ata dindin,"Ata din din is a game-changer when it comes to Nigerian sauce. It is a hearty stew made with roughly blended bell peppers, habaneros, chili flakes, garlic, onion, ginger, and tomatoes. This should be your go-to if you want a fast, fiery hot, and spicy stew. Pair with boiled yam, rice, boiled potatoes, and more.",meal,800
2417,66,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,1300
2418,66,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,1000
2419,66,Native Jollof Rice – Iwuk Edesi/Palm Oil Rice,"While the regular Jollof is made with groundnut oil, our native jollof is made with palm oil. The rice is cooked with pepper, spices, seasoning, and hearty protein. You can enjoy the one-pot comfort meal anytime in the day.",meal,2400
2420,67,Turkey Stew – African Style,"A classic combination of blended pepper mix and turkey seasoned and garnished with herbs. The turkey brings in that exotic flavor that will make you return for more. Serve it over rice, couscous, or sweet bread.",meal,2500
2421,67,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,2000
2422,67,Grilled fish,"This is a mode of preserving fish by smoking or drying the fish. The smoked or grilled fish becomes a flavourful addition to any of your food. It infuses a unique smoky flavor that changes the entire taste of your meal. Normally, you can find this in the African market, but you can make your own at home.",meal,2800
2423,67,Chicken Pepper Soup,"Are you looking for a bowl of comforting and satisfying delicacy? This hot and spicy chicken pepper soup is a great choice. It is hearty, nutrient-dense, and bold with elegant flavor. Cut in some green plantains or potatoes while cooking and enjoy.",meal,1000
2424,67,Stuffed Savory Masa (Waina),"This Northern Nigerian recipe is made from fermented rice and cooked in a Masa pan. This savory version combines rice, ginger, yogurt, baking powder, onion, yeast, sugar, and so on. It is a kid-friendly traditional meal.",meal,2800
2425,67,Chicken Stew,"How about a bowl of chicken cooked in a pot of pepper with aromatics and seasonings? This home-style stew bangs whenever served with white rice and spaghetti. Simple one-pot chicken stew is deep, exotic, and flavourful.",meal,1500
2426,67,Rice and Beans,You probably know white rice is cooked separately. But do you know you can cook rice and beans together in one pot? The classic combination is nutritious and super tasty. You can serve an inexpensive meal with any stew of choice to enjoy.,meal,1300
2427,67,Jollof Rice,"The popular jollof rice is a classic recipe that makes it to almost all special occasions in Nigeria. It is a rich, tasty, and elegant meal consisting of rice cooked with pepper, broth, seasoning, and spices in one pot. Serve this amazing meal with any protein of your choice.",meal,1500
2428,67,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,2700
2429,67,Suya Spice,"A spicy seasoning spice for your food. Make your own suya powder mix with peanut butter, smoked paprika, red chili, onion, ginger and garlic powder, nutmeg, and so on. Once you make it, you can add it to fish, potatoes, turkey, beef, chicken, and more.",meal,1300
2430,67,Ewedu Soup,"This is a unique soup made from jute leaves. An easy-make soup with a slimy texture to aid the eating of swallows like eba, amala and semo. This green soup is rich and delicious. You can serve it with beans soup, beef, fish, or chicken stew.",meal,600
2431,67,Pepper Stew,"Ata lilo is a blended mix of bell peppers, habanero, tomatoes, chili pepper, onions, and vegetable oil. It is a base recipe for most stews and soups. You can always make it ahead to make other food preparation faster.",meal,600
2432,67,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,800
2433,67,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,600
2434,67,Yam Pottage/Yam Porridge (Asaro) Recipe,"This yam recipe uses puna yam boiled and mashed with pepper mix blend, onions, seasoning, and palm oil. It has a bright color with an amazing taste. Garnish it with any leafy vegetable and serve it with the protein of your choice.",meal,2800
2435,67,Ayamase Stew (Ofada Stew),"Ofada is rice that is cultivated locally. It is usually unprocessed and has a unique native flavor. To eat this rice, we make a special ayamase stew. It is blended green pepper with onions, locust beans, and traditional spices. It is packed with bold flavor and irresistibly delicious.",meal,1000
2436,67,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,500
2437,67,Akara,"Ever heard of the fried black-eyed peas fritters served in Nigerian homes on weekends with pap? The black-eyed pea is blended with pepper and fried to make an irresistible golden ball. It is a filling and delicious vegetarian-friendly meal that you should try. Pair with bread, garri (cassava flakes), or a bowl of salad.",snacks,900
2438,67,Banga Soup,"Banga soup bangs with swallows. It is a soup made from palm nuts. The nut is combined with assorted protein, spice flavorings, and beletete. This soup is exotic yet traditional and nutritious.",meal,800
2439,68,Pepper Stew,"Ata lilo is a blended mix of bell peppers, habanero, tomatoes, chili pepper, onions, and vegetable oil. It is a base recipe for most stews and soups. You can always make it ahead to make other food preparation faster.",meal,600
2440,68,Akara,"Ever heard of the fried black-eyed peas fritters served in Nigerian homes on weekends with pap? The black-eyed pea is blended with pepper and fried to make an irresistible golden ball. It is a filling and delicious vegetarian-friendly meal that you should try. Pair with bread, garri (cassava flakes), or a bowl of salad.",snacks,600
2441,68,Jollof Spaghetti,"This is not a regular everyday spaghetti that you eat with ready-made stew. It is a one-pot stewed spaghetti recipe made with aromatics, vegetable oil, and pepper. You can stir your choice of protein and eat it for lunch or dinner.",meal,1700
2442,68,Ewa Riro (Stewed Beans),"Stewed beans is a staple in Nigerian homes. It is easy to make and super filling after eating it. It is usually served with garri, fresh bread, and fried plantain. As a one-pot meal, it requires less stress for cleaning up.",meal,2700
2443,68,Grilled fish,"This is a mode of preserving fish by smoking or drying the fish. The smoked or grilled fish becomes a flavourful addition to any of your food. It infuses a unique smoky flavor that changes the entire taste of your meal. Normally, you can find this in the African market, but you can make your own at home.",meal,1400
2444,68,Jollof Rice,"The popular jollof rice is a classic recipe that makes it to almost all special occasions in Nigeria. It is a rich, tasty, and elegant meal consisting of rice cooked with pepper, broth, seasoning, and spices in one pot. Serve this amazing meal with any protein of your choice.",meal,2100
2445,68,Chicken Stew,"How about a bowl of chicken cooked in a pot of pepper with aromatics and seasonings? This home-style stew bangs whenever served with white rice and spaghetti. Simple one-pot chicken stew is deep, exotic, and flavourful.",meal,2600
2446,68,Ayamase Stew (Ofada Stew),"Ofada is rice that is cultivated locally. It is usually unprocessed and has a unique native flavor. To eat this rice, we make a special ayamase stew. It is blended green pepper with onions, locust beans, and traditional spices. It is packed with bold flavor and irresistibly delicious.",meal,1300
2447,68,Stuffed Savory Masa (Waina),"This Northern Nigerian recipe is made from fermented rice and cooked in a Masa pan. This savory version combines rice, ginger, yogurt, baking powder, onion, yeast, sugar, and so on. It is a kid-friendly traditional meal.",meal,2100
2448,68,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,700
2449,68,Ewedu Soup,"This is a unique soup made from jute leaves. An easy-make soup with a slimy texture to aid the eating of swallows like eba, amala and semo. This green soup is rich and delicious. You can serve it with beans soup, beef, fish, or chicken stew.",meal,1400
2450,68,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,1100
2451,68,Rice and Beans,You probably know white rice is cooked separately. But do you know you can cook rice and beans together in one pot? The classic combination is nutritious and super tasty. You can serve an inexpensive meal with any stew of choice to enjoy.,meal,1600
2452,68,Catfish Stew,The awesomeness of fresh catfish stew is indescribable; you must taste it to understand the tone deeply flavored stew. It is made of fresh catfish cooked in a bowl of pepper mix and seasoned to perfection. A Simple but elegant stew everyone should taste.,meal,1200
2453,68,Moin Moin,"A traditional food made from beans, peppers, spices, and seasonings. This inexpensive and nutritious meal can be served any time of the day. Asides from the special note it adds as a side dish, it is common street food in Nigeria that s loved by adults and kids.",meal,1300
2454,68,Turkey Stew – African Style,"A classic combination of blended pepper mix and turkey seasoned and garnished with herbs. The turkey brings in that exotic flavor that will make you return for more. Serve it over rice, couscous, or sweet bread.",meal,1200
2455,68,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,1300
2456,0,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,700
2457,0,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,900
2458,0,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,600
2459,0,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,600
2460,0,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,500
2461,0,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,900
2462,0,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,900
2463,0,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,800
2464,0, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,500
2465,0,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,500
2466,0,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,600
2467,0,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,500
2468,1,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,900
2469,1, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,600
2470,1,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,900
2471,1,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,500
2472,1,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,800
2473,1,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,800
2474,1,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,700
2475,1,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,900
2476,1,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,700
2477,1,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,500
2478,1,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,900
2479,1,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,800
2480,2,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,800
2481,2,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,500
2482,2,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,700
2483,2,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,700
2484,2, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,700
2485,2,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,600
2486,2,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,700
2487,2,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,600
2488,2,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,800
2489,2,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,500
2490,2,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,900
2491,2,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,500
2492,3,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,500
2493,3,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,900
2494,3,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,800
2495,3,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,500
2496,3,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,700
2497,3,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,700
2498,3,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,900
2499,3,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,900
2500,3, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,900
2501,3,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,900
2502,3,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,900
2503,3,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,700
2504,3,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,800
2505,4,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,800
2506,4,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,900
2507,4,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,700
2508,4,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,600
2509,4,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,600
2510,4,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,500
2511,4,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,900
2512,4,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,700
2513,4,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,500
2514,4,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,900
2515,4,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,500
2516,4,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,700
2517,4,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,900
