order_id,customer_id,product_id,distance,product_rating,date,review,time_taken,place_id,product,product_description,product_type,place_type,place_name,place_address,place_phone_no
4164,657,3364,28.84,5,6-7-22,1,49,67,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
4165,621,3382,45.38,3,16-2-22,0,64,69,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,cafes,Eric Kayer,,
4166,386,1177,40.38,2,14-12-22,-1,43,85,Zobo,"Zobo is made by boiling the hibiscus plant flower in water together with other ingredients such as ginger, garlic, pineapple and the rest of them you wish to add to your own taste.",drink,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
4167,217,931,7.48,5,21-1-22,1,19,71,Gin and tonic,This is a a highball cocktail made with gin and tonic water poured over ice and garnished with a slice of lime,drink,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
4168,285,1495,20.37,5,20-12-22,1,35,14,Ayamase Stew (Ofada Stew),"Ofada is rice that is cultivated locally. It is usually unprocessed and has a unique native flavor. To eat this rice, we make a special ayamase stew. It is blended green pepper with onions, locust beans, and traditional spices. It is packed with bold flavor and irresistibly delicious.",meal,restaurant,Chadon Kitchen,"12/16, Tiamiyu Olushile Street, Mende, Maryland, Lagos, Nigeria","0802 341 2769, 0802 562 0712"
4169,38,986,2.17,2,28-5-22,-1,16,74,Adoyo,The main source of adoyo is pineapple and pap(made from corn). Adoyo which is pap paired with pineapple improves the sour taste that naturally comes with pap,drink,cafes,Godaïf Village,"Casa Asmarina, 26B Turnbull Rd, Ikoyi, Lagos, Nigeria",
4170,468,1111,8.52,5,8-11-22,1,30,81,Zobo,"Zobo is made by boiling the hibiscus plant flower in water together with other ingredients such as ginger, garlic, pineapple and the rest of them you wish to add to your own taste.",drink,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
4171,534,3033,25.98,3,26-7-22,0,32,43,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,restaurant,La Giara Restaurant,"30 Mobolaji Bank Anthony Way, Ikeja, Lagos, Nigeria",01 280 0100
4172,36,2965,23.59,4,25-10-22,1,43,38,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,restaurant,Goshen Restaurant And Bar,"9/10, Iponri Powa Dhopping Plaza, Surulere, Lagos, Nigeria"," 0803 725 9431, 0803 194 4299"
4173,460,1436,35.81,4,18-2-22,1,47,11,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,restaurant,Burgy's Fast Food & Restaurant,"72 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 6496
4174,932,3447,46.35,2,15-9-22,-1,55,72,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
4175,697,1017,2.04,5,4-5-22,1,11,76,Cosmopolitan,"his cocktail is made up of vodka, triple sec, cranberry juice, and freshly squeezed or sweetened lime juice.",drink,cafes,MY COFFEE,,
4176,169,2911,6.71,2,25-1-22,-1,29,34,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,restaurant,Enjoyurmouth.com,"Lekki Ajah, Lagos, Lagos State Nigeria",088034310244
4177,525,1918,29.12,1,30-1-22,-1,37,38,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,restaurant,Goshen Restaurant And Bar,"9/10, Iponri Powa Dhopping Plaza, Surulere, Lagos, Nigeria"," 0803 725 9431, 0803 194 4299"
4178,221,1215,25.89,5,21-7-22,1,41,87,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
4179,874,1150,28.42,2,12-12-22,-1,44,83,Cosmopolitan,"his cocktail is made up of vodka, triple sec, cranberry juice, and freshly squeezed or sweetened lime juice.",drink,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
4180,588,2342,23.08,1,25-2-22,-1,39,62,Grilled fish,"This is a mode of preserving fish by smoking or drying the fish. The smoked or grilled fish becomes a flavourful addition to any of your food. It infuses a unique smoky flavor that changes the entire taste of your meal. Normally, you can find this in the African market, but you can make your own at home.",meal,restaurant,Prime Chinese Restaurants,"Plot 860, Bishop Abayode Cole Street, Victoria Island, Lagos, Nigeria","0816 310 5537, 0803 306 5107"
4181,648,3739,3.89,1,4-2-22,-1,16,89,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
4182,882,3072,2.95,3,31-8-22,0,16,46,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,restaurant,Lagoon Restaurant,"1C, Ozumba Mbadiwe Street, Victoria Island, Lagos, Nigeria","0805 555 5550, 0803 305 3536"
4183,153,2010,5.33,3,13-12-22,0,18,44,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,restaurant,La Veranda Restaurant,"17, Oju Olobun Street, Victoria Island, Lagos, Nigeria",0812 111 1222
4184,297,3625,7.1,5,2-11-22,1,27,83, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
4185,657,1752,24.16,3,17-11-22,0,41,29,Okro Pepper Soup,"Okro pepper soup combines okro, pepper, palm oil, and protein made in one pot. It is a unique, slimy, and viscous soup served with swallows like eba and amala. You can switch the taste and make another version of Okro Soup with spinach.",meal,restaurant,Demmies Delight,"254, Agege Motor Road, Mushin, Lagos, Nigeria",0802 208 3653
4186,833,1787,18.38,1,27-5-22,-1,23,31,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,restaurant,Eat It All,"46, Bode Thomas Street, Ikeja, Lagos, Nigeria",0803 049 1095
4187,911,423,7.95,2,16-7-22,-1,24,32,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,restaurant,Edikang Restaurant,"1 Olundegun Street, Ire-Akari Estate, Isolo, Lagos, Nigeria",01 525213
4188,585,1315,19.57,3,4-11-22,0,40,3,African Buns – Nigerian Buns,"Looking for a light snack with an undeniable sweet taste? This small golden ball of buns is a hit for you. It is made from a batter of flour, baking powder, milk, and sugar. Then it is fried with hot oil to give you a crispy exterior and soft interior. You’ll enjoy it.",meal,restaurant,Aldente,"S11 Lagos City Mall, Onikan, Lagos, Nigeria","01 444 3944, 01 791 2942"
4189,681,1260,6.0,5,12-10-22,1,23,0,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,restaurant,Bernadines Cloud Kitchen,"35, Sholanke Akoka, Yaba, Lagos",0903 651 7676
4190,714,3688,24.79,2,10-4-22,-1,39,87,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
4191,295,3397,34.41,5,21-4-22,1,48,70,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
4192,488,2964,29.81,5,26-11-22,1,45,38,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,restaurant,Goshen Restaurant And Bar,"9/10, Iponri Powa Dhopping Plaza, Surulere, Lagos, Nigeria"," 0803 725 9431, 0803 194 4299"
4193,43,1901,18.06,2,4-5-22,-1,37,37,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,restaurant,Goat Hunters Restaurant,"3 Adeleke Street, Ikeja, Lagos, Nigeria","0803 313 0964,  0803 312 8446"
4194,14,1545,18.32,2,5-5-22,-1,33,16,Ewa Agoyin (Ewa Aganyin),"This is another sweet beans recipe that is popular street food in Nigeria. The beans is cooked until it is tender and mashed. Then the special agoyin sauce made with dried chili pepper, bell pepper, and onions is served on the beans. It is enjoyed with sweet soft bread and any drink of choice. Filling, delicious and yummy.",meal,restaurant,Cheesy Restaurant & Snacks Bar,"66 Ijaiye Ogba, Ikeja, Lagos, Nigeria",0802 343 2160
4195,135,1907,26.81,5,9-5-22,1,36,38,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,restaurant,Goshen Restaurant And Bar,"9/10, Iponri Powa Dhopping Plaza, Surulere, Lagos, Nigeria"," 0803 725 9431, 0803 194 4299"
4196,2,914,9.83,5,2-4-22,1,20,70,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
4197,684,3463,5.72,1,27-7-22,-1,30,73,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
4198,954,2393,13.18,5,10-1-22,1,31,65,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
4199,145,2337,15.51,3,3-4-22,0,34,62,Chicken Pepper Soup,"Are you looking for a bowl of comforting and satisfying delicacy? This hot and spicy chicken pepper soup is a great choice. It is hearty, nutrient-dense, and bold with elegant flavor. Cut in some green plantains or potatoes while cooking and enjoy.",meal,restaurant,Prime Chinese Restaurants,"Plot 860, Bishop Abayode Cole Street, Victoria Island, Lagos, Nigeria","0816 310 5537, 0803 306 5107"
4200,187,3463,44.72,3,29-5-22,0,47,73,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
4201,745,3197,29.01,3,25-4-22,0,38,55,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,restaurant,Marco-Polo Chinese Restaurant,"9A Karimu Kotun Street, Victoria Island, Lagos, Nigeria","01 270 0248, 01 444 8938"
4202,693,922,8.44,2,4-4-22,-1,14,71,Cosmopolitan,"his cocktail is made up of vodka, triple sec, cranberry juice, and freshly squeezed or sweetened lime juice.",drink,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
4203,335,1028,44.32,2,27-4-22,-1,53,76,Mojito,"Traditionally a Cuba drink, the mojito is a hugely popular cocktail and combines a mix of white rum, sugar (traditionally sugar cane juice), lime juice, sparkling water, and mint leaves",drink,cafes,MY COFFEE,,
4204,151,2010,29.58,5,29-1-22,1,38,44,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,restaurant,La Veranda Restaurant,"17, Oju Olobun Street, Victoria Island, Lagos, Nigeria",0812 111 1222
4205,407,2308,7.17,3,14-7-22,0,23,60,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,restaurant,Pattaya Restaurant,"30 Adeola Hopewell, Victoria Island, Lagos State","0803 400 3755, 01 874 3696"
4206,847,2899,10.39,2,26-5-22,-1,22,33,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,restaurant,Emperor's Hotels & Restaurant,"12A Opebi Road, Ikeja, Lagos Nigeria","0909 868 9016, 0708 144 9307, 0803 332 1269"
4207,77,26,42.71,5,5-12-22,1,54,2,Gin and tonic,This is a a highball cocktail made with gin and tonic water poured over ice and garnished with a slice of lime,drink,restaurant,Afi's Restaurant,"5 Olufemi Street, Surulere, Lagos, Nigeria",01 470 3044
4208,249,3616,1.44,2,18-6-22,-1,10,82,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,cafes,Grey Matter Social Space,"21C Akin Ogunlewe St, Victoria Island, Lagos, Nigeria",
4209,679,2384,25.94,2,16-11-22,-1,34,65,Pepper Sauce – Ata dindin,"Ata din din is a game-changer when it comes to Nigerian sauce. It is a hearty stew made with roughly blended bell peppers, habaneros, chili flakes, garlic, onion, ginger, and tomatoes. This should be your go-to if you want a fast, fiery hot, and spicy stew. Pair with boiled yam, rice, boiled potatoes, and more.",meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
4210,597,2310,20.61,2,22-1-22,-1,36,61,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
4211,458,3280,4.29,1,20-9-22,-1,22,61,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
4212,202,2865,14.94,2,27-12-22,-1,22,31,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,restaurant,Eat It All,"46, Bode Thomas Street, Ikeja, Lagos, Nigeria",0803 049 1095
4213,583,148,18.87,2,8-10-22,-1,24,11,fura da nono,It is made from fermented milk and ground millet grains and is thick but not as thick as yoghurt.,drink,restaurant,Burgy's Fast Food & Restaurant,"72 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 6496
4214,219,1160,33.39,5,5-5-22,1,49,84,Margarita,"A citrusy cocktail, the margarita combines a mix of tequila, triple sec and lime or lemon juice, often served with salt on the rim of the glass.",drink,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
4215,549,935,20.01,5,11-12-22,1,30,71,fura da nono,It is made from fermented milk and ground millet grains and is thick but not as thick as yoghurt.,drink,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
4216,209,1096,24.47,3,30-5-22,0,39,80,Gin and tonic,This is a a highball cocktail made with gin and tonic water poured over ice and garnished with a slice of lime,drink,cafes,Stories Lagos,,
4217,201,1128,41.19,3,1-2-22,0,42,82,Beer,"Beer is brewed from cereal grains most commonly from malted barley, however, wheat, corn, and rice are also used.",drink,cafes,Grey Matter Social Space,"21C Akin Ogunlewe St, Victoria Island, Lagos, Nigeria",
4218,30,2222,2.65,5,29-5-22,1,20,56,Stuffed Savory Masa (Waina),"This Northern Nigerian recipe is made from fermented rice and cooked in a Masa pan. This savory version combines rice, ginger, yogurt, baking powder, onion, yeast, sugar, and so on. It is a kid-friendly traditional meal.",meal,restaurant,Mia Delizia Italian Restaurante,"Plot 3, Block 44 ,Samuel Edosa Street, Lagos Mainland, Lagos, Nigeria","0816 237 4907, 0818 231 9255"
4219,222,1875,13.48,3,27-12-22,0,23,36,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,Glory's Restaurant,"82 Allen Avenue, Ikeja, Lagos, Nigeria"," 0802 290 4431, 01 7749535"
4220,828,3710,17.01,5,31-7-22,1,27,88,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
4221,708,3535,33.4,2,4-1-22,-1,55,78,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
4222,149,3053,18.85,5,16-2-22,1,37,45,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,restaurant,Labamba Restaurant," 9, Oba Nle Aro Avenue,  Ilupeju, Lagos, Nigeria","0803 311 2093, 090 407 7928"
4223,614,1699,2.95,3,12-1-22,0,16,25,Hearty Salmon Stew,"This spicy stew consists of delicious salmon soaked in a well-seasoned pepper mix. It is warm, savory, and boldly flavored with appealing bright-red color. Enjoy this rich and bold hearty salmon stew with any food you choose.",meal,restaurant,Creek House Brasserie,"3, Ashabi Adedire Street, Opposite Apapa Boat Club, Apapa Lagos, Lagos","0808 532 1147, 0813 910 5423"
4224,954,802,14.85,4,9-6-22,1,22,63,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,restaurant,Rehoboth Delicious,"13, Deji Olamiji, Gbagada, Kosofe, Lagos, Nigeria","0809 156 0927, 0802 315 7707"
4225,656,1223,5.84,5,21-7-22,1,18,88,Margarita,"A citrusy cocktail, the margarita combines a mix of tequila, triple sec and lime or lemon juice, often served with salt on the rim of the glass.",drink,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
4226,298,3551,26.91,4,5-5-22,1,34,78,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
4227,573,86,43.4,5,25-7-22,1,60,7,Beer,"Beer is brewed from cereal grains most commonly from malted barley, however, wheat, corn, and rice are also used.",drink,restaurant,Atlantic Bar & Restaurant,"14B Adeola Hopewell Street, Victoria Island, Lagos, Nigeria","0802 327 1564, 01 261 0584"
4228,460,3695,35.33,2,22-7-22,-1,58,87,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
4229,306,2667,4.84,5,1-10-22,1,25,16,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,restaurant,Cheesy Restaurant & Snacks Bar,"66 Ijaiye Ogba, Ikeja, Lagos, Nigeria",0802 343 2160
4230,514,1205,4.45,1,1-12-22,-1,22,87,Daiquiri,"If you like your liquor sweetish, then the daiquiri is the way to go. This rum-based cocktail combines a mix of rum, citrus juice (typically lime) and sugar or any other sweetner. It also has other variations like the widely popular strawberry daiquiri.",drink,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
4231,548,3577,46.95,5,3-6-22,1,50,80,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,cafes,Stories Lagos,,
4232,766,3394,24.67,2,31-1-22,-1,32,69,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,cafes,Eric Kayer,,
4233,746,1439,18.97,5,3-1-22,1,26,11,Okro Pepper Soup,"Okro pepper soup combines okro, pepper, palm oil, and protein made in one pot. It is a unique, slimy, and viscous soup served with swallows like eba and amala. You can switch the taste and make another version of Okro Soup with spinach.",meal,restaurant,Burgy's Fast Food & Restaurant,"72 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 6496
4234,0,1408,29.07,3,6-5-22,0,55,9, Moin/Moi Moi,"A traditional food made from beans, peppers, spices, and seasonings. This inexpensive and nutritious meal can be served any time of the day. Asides from the special note it adds as a side dish, it is common street food in Nigeria that s loved by adults and kids.",meal,restaurant,Bangkok Restaurant,"Plot 244A, Muri Okunntola Street, Victoria Island, Lagos, Nigeria","0803 307 7666, 0706 217 3888"
4235,717,3557,10.72,5,31-5-22,1,26,79,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
4236,143,3717,18.81,5,22-3-22,1,32,88,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
4237,72,1053,2.07,5,4-2-22,1,11,78,Whisky,"While brandy is generally made from grapes, that is, any distilled liquor made from fermented fruit juice is called brandy. Whiskey is made from grain, typically malted barley, corn, or other cereal grains, which is essentially brewed and fermented into beer.",drink,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
4238,594,1426,22.02,3,17-8-22,0,41,10,The Classic Nigerian Salad,Are you looking for a quick and tasty salad recipe? This salad recipe is a great choice. It is a versatile recipe you can serve as an appetizer and main dish. It is a colorful bowl of nutritious and filling vegetables.,meal,restaurant,Barcelos,"66, Isaac John Street, G.R.A, Ikeja, Lagos, Nigeria","08019 115 1760, 0809 555 4085"
4239,264,3631,34.11,3,6-5-22,0,47,83,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
4240,549,1749,13.03,5,1-11-22,1,32,28,Plantain fufu,"This is another version of fufu made from green plantain instead of cassava. A plain delicious gluten-free swallow served with any soup of choice. Specifically, plantain fufu is ideal for people living with diabetes because it has low sugar content.",meal,restaurant,Del Pizza Restaurant and Take Away,"65 Okesuna Street, Lafiaji, Lagos, Nigeria",01 260 2487
4241,153,1413,0.91,2,19-2-22,-1,22,9,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,restaurant,Bangkok Restaurant,"Plot 244A, Muri Okunntola Street, Victoria Island, Lagos, Nigeria","0803 307 7666, 0706 217 3888"
4242,482,2427,21.27,2,5-2-22,-1,31,67,Jollof Rice,"The popular jollof rice is a classic recipe that makes it to almost all special occasions in Nigeria. It is a rich, tasty, and elegant meal consisting of rice cooked with pepper, broth, seasoning, and spices in one pot. Serve this amazing meal with any protein of your choice.",meal,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
4243,311,1036,32.52,2,15-11-22,-1,35,77,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,cafes,SEE Lagos,"36b Wole Ariyo St, Lekki Phase I, Lagos, Nigeria",
